Location,Court,Size,Floor,A_S,Price_per_size
18,86,600,2,1,10377
18,86,600,3,1,10773
25,45,600,1,1,7921
25,45,700,2,1,8626
21,6,500,2,1,13832
21,6,600,1,1,12668
9,8,700,1,1,6383
9,118,400,3,1,5256
9,151,600,2,1,5482
9,151,600,3,2,5263
9,151,600,2,1,5564
33,27,400,1,1,5196
33,71,600,1,1,7270
33,116,600,2,1,8326
33,152,500,1,1,5541
36,124,600,2,1,6483
36,124,700,2,1,6076
36,130,700,1,1,7614
46,90,400,2,1,5245
46,90,400,1,1,5407
41,35,500,1,1,7781
41,35,600,2,1,7804
41,66,400,1,1,4879
41,66,400,1,1,4879
41,92,600,2,1,7311
41,114,600,3,1,7396
41,114,700,2,1,7522
41,171,600,1,1,6142
39,10,500,1,1,5074
39,10,500,1,1,6088
39,134,500,2,1,5998
20,62,500,2,1,9914
20,165,500,1,1,7914
26,97,600,1,1,7360
26,166,700,2,1,10783
28,108,400,1,1,6823
38,2,600,2,1,11372
38,3,500,1,1,9249
38,3,600,1,1,9797
38,81,600,2,1,8412
38,133,600,3,1,9819
38,133,600,2,1,9159
38,133,700,3,2,8675
38,172,700,1,1,8684
42,168,600,2,1,7951
42,168,700,1,1,7290
42,168,700,1,1,7290
42,168,700,1,1,7463
3,28,500,2,1,8361
3,34,600,2,2,5427
3,39,700,3,1,9787
3,40,600,1,1,7939
3,89,500,3,1,9145
24,76,500,2,1,13188
29,145,500,2,1,9835
29,146,700,1,1,11226
29,149,700,2,1,11920
1,150,600,1,1,8278
37,55,700,2,2,9306
4,38,500,2,1,11748
27,85,500,1,1,7745
27,161,700,1,1,9541
19,120,700,3,1,12356
40,141,600,1,1,9191
43,57,500,1,1,9708
44,74,500,1,1,11799
44,74,600,2,2,12668
44,91,500,2,1,7667
15,160,400,3,1,13099
23,20,500,2,1,11037
25,45,500,2,1,8897
21,6,600,2,1,9290
21,6,600,2,1,13260
9,73,500,2,1,7589
9,151,500,1,2,5479
9,158,600,2,1,7270
30,173,600,1,1,6010
31,129,500,1,1,5897
33,119,500,1,1,3522
33,153,500,3,1,7164
36,123,500,2,1,6009
36,123,500,2,1,6355
36,123,600,2,1,5788
36,123,700,2,1,6714
36,124,700,3,1,6152
36,130,700,2,1,7967
36,130,700,3,1,9333
41,35,500,1,1,8477
41,92,600,2,1,7263
41,113,400,3,1,4461
41,171,600,2,1,7282
14,77,500,1,1,9714
14,100,600,1,1,9784
16,84,700,2,1,11571
39,10,500,1,1,4961
39,134,500,3,1,6163
20,41,500,2,1,5637
20,41,600,2,1,6539
20,62,500,3,1,10665
20,62,500,1,1,9130
20,62,700,3,1,10513
20,64,600,3,1,11030
26,97,700,1,1,7724
26,166,600,1,1,10839
28,82,600,3,1,6483
38,3,600,3,1,9729
38,81,700,1,1,8957
38,133,700,2,1,8361
38,137,500,3,1,5309
38,137,800,2,1,5157
38,156,500,1,1,9660
42,168,600,1,1,7380
42,168,700,1,1,7200
3,40,500,1,1,9012
3,46,600,1,1,7396
24,76,600,2,1,11064
29,143,600,3,1,8138
1,4,500,1,1,9124
1,150,400,1,1,7773
1,150,400,3,1,6955
1,150,500,3,1,6882
1,150,500,3,1,6990
1,150,600,2,2,6283
27,85,300,1,1,5784
5,109,500,3,1,11497
5,109,500,2,1,11891
5,109,500,1,1,10025
5,109,500,2,1,11974
5,109,600,2,1,11570
7,36,500,2,1,10611
7,36,600,3,1,10637
10,67,500,1,1,10212
10,72,600,2,2,7126
13,147,300,1,1,6636
13,147,500,1,1,5667
19,49,500,1,1,9891
43,25,600,1,1,9810
44,32,400,1,1,7400
44,74,500,3,1,11731
44,74,500,2,1,11144
44,74,600,1,1,10168
44,91,400,2,1,6583
44,91,400,1,1,6080
44,91,400,1,1,6176
44,91,500,1,1,5619
44,91,500,1,1,7707
15,16,500,2,1,6386
15,139,400,2,1,7348
18,44,500,2,1,6325
18,52,600,1,1,8060
18,86,600,2,1,10338
18,86,700,1,1,8921
18,86,700,2,1,10406
25,45,500,3,1,9337
45,75,600,2,2,8721
45,75,600,1,1,8968
21,6,500,1,1,10452
21,6,500,2,1,11396
21,6,600,1,1,9425
21,47,600,2,1,10353
21,47,700,2,1,9306
9,8,700,1,1,7568
9,8,700,3,1,7844
9,11,500,2,1,4900
9,11,500,1,1,5002
9,59,500,1,1,7304
9,73,600,3,1,7246
9,73,700,1,1,7244
9,151,500,3,1,4284
9,151,500,2,1,4893
9,174,500,3,1,7507
33,22,500,3,1,6753
33,71,700,3,1,7600
33,116,500,2,2,7859
33,116,600,1,1,7965
33,119,500,2,1,5682
33,119,500,2,1,6156
33,121,400,1,1,5984
33,152,500,3,1,5691
33,152,500,2,1,6298
36,123,500,3,1,6733
36,123,500,3,1,6757
36,123,500,2,1,4890
36,123,500,1,1,6355
36,123,600,2,1,6167
36,123,600,3,1,6424
36,123,600,2,1,6483
36,123,600,3,1,6837
36,123,600,3,1,7161
36,123,600,2,1,6763
36,123,700,1,1,5537
36,123,700,2,1,5845
36,123,700,3,1,6891
36,124,600,1,1,5890
36,124,600,2,1,6701
36,124,700,1,1,5506
36,124,700,2,1,5922
36,124,700,2,1,5999
36,124,700,3,1,6165
36,124,700,1,1,6199
36,130,500,2,1,7451
36,130,600,2,1,7017
36,130,600,1,1,7076
36,130,600,3,1,7907
36,130,600,2,1,7907
36,130,700,3,2,8460
46,90,400,3,1,5669
46,90,500,1,1,5612
41,35,500,1,1,7200
41,35,500,1,1,7479
41,35,600,2,1,7263
41,88,500,3,1,4465
41,88,500,3,1,4645
41,88,600,3,1,5122
41,92,500,2,1,6193
41,92,500,1,1,8155
41,92,600,2,1,6503
41,125,500,3,1,4257
41,125,500,1,1,4510
41,171,600,2,1,6806
41,171,600,1,1,6334
14,79,600,2,1,9412
16,84,700,1,1,10289
39,9,400,1,1,5349
39,10,400,1,1,5591
39,10,400,1,1,5055
39,10,500,1,1,5186
39,10,500,1,1,5407
39,10,500,2,1,5863
39,10,500,2,1,6066
39,134,400,1,1,5865
39,134,600,1,1,6124
20,41,500,2,1,5809
20,41,500,2,1,5893
20,62,500,3,1,9267
20,62,600,2,1,8476
20,62,600,3,1,9559
20,64,600,1,2,10365
20,64,600,2,1,10411
20,64,700,1,1,10382
20,110,600,1,1,7432
20,165,500,1,1,5776
26,5,500,1,1,7637
26,166,600,2,1,9407
26,166,600,1,1,8461
26,166,600,2,1,10177
26,166,700,3,1,10582
26,166,700,3,1,10180
28,82,600,1,1,5427
34,56,700,3,1,11505
38,2,500,2,1,9951
38,2,500,3,1,10322
38,17,600,1,1,7709
38,17,600,2,1,9053
38,81,500,3,1,9149
38,81,600,3,1,9560
38,104,400,2,1,5984
38,104,500,3,1,6330
38,167,700,2,1,8003
42,168,600,2,1,7533
3,7,600,1,1,7686
3,7,600,1,1,7770
3,7,600,2,1,8446
3,28,500,1,1,7618
3,39,500,2,1,9413
3,39,600,1,1,8771
3,40,500,2,1,9755
3,40,600,2,1,8952
3,89,500,3,1,8633
3,140,400,1,1,7453
3,140,600,2,1,5848
29,1,500,3,1,11458
29,1,500,1,1,11768
29,1,600,1,1,10219
29,1,600,3,1,11773
29,143,600,2,1,7536
29,144,500,3,1,9475
29,144,500,1,1,8857
29,144,600,3,1,8510
29,144,600,1,1,7293
29,145,500,3,1,9772
29,145,500,2,1,9313
29,146,600,3,1,12891
29,146,700,1,1,11562
29,148,500,1,1,9436
29,148,500,2,1,10229
29,149,700,2,1,10921
1,4,600,2,1,11947
1,87,400,2,1,6955
1,87,400,3,1,7348
1,150,400,3,1,7507
12,58,500,3,1,11582
32,94,500,1,1,9170
27,85,300,1,1,5965
27,85,500,2,1,7656
27,99,500,1,1,6882
5,109,500,2,1,12193
5,109,500,1,1,11874
7,30,500,3,1,10009
7,30,500,2,1,10028
7,30,600,1,1,8400
7,36,500,1,1,9691
7,36,500,2,1,10257
7,36,500,1,1,8216
7,36,600,1,1,9343
7,36,600,1,1,8811
13,147,400,1,1,6640
19,49,500,2,1,10101
22,15,500,3,1,9032
40,141,500,2,1,9465
40,141,600,3,1,8895
40,141,600,2,1,9251
40,141,700,1,1,8860
40,141,700,3,1,9659
40,142,500,3,1,8320
44,19,500,3,1,6551
44,32,400,2,1,7022
44,32,500,2,1,6748
44,74,500,2,1,11264
44,74,500,2,1,11381
44,74,600,1,1,10304
44,91,500,2,1,7127
44,91,500,2,1,5367
8,60,600,1,1,7330
15,16,400,1,1,7187
15,107,500,1,1,9465
15,107,600,1,1,9236
15,139,500,2,2,4716
15,160,400,2,1,10938
15,160,400,2,1,10938
18,44,500,3,1,5863
18,44,500,1,1,6381
18,44,500,2,1,5443
18,122,400,1,1,5643
18,122,400,1,1,6526
45,75,600,1,1,7523
45,75,600,1,1,7679
21,6,500,1,1,11822
21,6,500,1,1,11891
21,6,600,1,1,10642
21,6,600,2,1,10895
21,47,600,1,1,8576
21,47,700,1,2,11012
9,8,600,3,1,7768
9,8,700,1,1,7152
9,8,700,2,1,7921
9,11,400,2,1,3897
9,11,400,3,1,5144
9,11,400,3,1,5905
9,11,500,1,1,3026
9,11,500,2,1,4059
9,59,500,3,1,7349
9,59,600,3,1,6652
9,73,500,3,1,7349
9,73,500,1,1,6346
9,73,600,3,1,7432
9,73,600,2,1,7000
9,73,600,1,1,6575
9,118,500,2,1,5667
9,151,400,3,1,6274
9,151,400,1,1,4905
9,151,500,1,1,4848
9,151,500,2,1,4916
9,151,500,1,1,4470
9,151,600,2,1,6141
9,151,600,1,1,5034
9,155,600,1,1,6454
9,158,600,1,1,6819
31,129,400,1,1,5821
31,129,400,1,1,5067
33,24,500,3,1,5407
33,24,500,2,1,5863
33,27,400,1,1,5117
33,27,400,2,1,6036
33,27,400,1,1,6110
33,98,400,1,1,7124
33,106,500,2,1,7644
33,119,400,2,1,5448
33,119,500,2,1,6517
33,119,500,2,1,5820
33,119,500,3,1,6548
33,121,500,2,1,6753
33,152,400,1,1,6193
33,153,500,2,1,7781
33,153,500,2,1,6604
36,123,600,1,1,5535
36,123,600,1,1,6128
36,123,600,2,1,6325
36,123,600,3,1,7227
36,123,600,3,1,7511
36,123,600,3,1,6652
36,123,600,1,1,6509
36,123,700,1,1,5711
36,123,700,1,1,6127
36,123,700,2,1,6126
36,123,700,2,1,6352
36,123,700,2,1,6460
36,124,600,2,2,6325
36,124,600,2,1,6325
36,124,600,1,1,6622
36,124,700,1,1,5768
36,124,700,1,1,5768
36,124,700,1,1,5845
36,124,700,1,1,6042
36,124,700,3,1,6229
36,124,700,3,1,6306
36,124,700,3,1,6306
36,124,700,2,1,6306
36,124,700,1,1,6519
36,124,700,3,1,6552
36,124,700,2,1,6660
36,124,700,2,1,6718
36,124,700,3,1,7460
36,126,500,3,1,7554
36,126,500,2,1,7552
36,130,500,2,1,8109
36,130,600,2,1,7154
36,130,600,2,1,7458
36,130,600,2,1,8094
36,130,700,1,1,7691
36,130,700,3,1,7814
36,130,700,1,1,7952
36,130,700,3,1,7998
46,33,700,2,1,9124
46,90,400,2,1,4448
41,35,500,1,1,8320
41,35,600,1,1,7854
41,66,400,1,1,4683
41,66,500,1,1,4397
41,88,500,1,1,5367
41,88,500,2,1,4502
41,88,600,2,1,4930
41,92,500,1,1,6297
41,92,500,1,1,7391
41,92,500,2,1,7845
41,92,600,1,1,6081
41,92,600,2,1,6723
41,92,600,2,1,6858
41,92,600,1,1,7128
41,114,500,1,1,5948
41,114,500,2,1,7472
41,125,600,2,1,5299
41,171,500,2,1,7948
14,77,600,1,1,9200
14,163,500,3,1,9339
14,163,600,1,1,8105
16,84,500,3,1,10854
39,10,400,1,1,5184
39,10,400,2,1,5557
39,10,400,1,1,5721
39,10,500,2,1,6201
39,10,500,2,1,6314
39,10,500,3,1,6494
39,10,500,2,1,6494
39,134,400,2,1,5774
20,41,500,1,1,5322
20,41,500,3,1,5976
20,41,500,3,1,6303
20,62,500,2,1,9846
20,62,500,2,1,9429
20,62,500,1,1,9727
20,62,500,1,1,9773
20,62,500,1,1,10302
20,62,600,3,1,8933
20,62,600,1,2,7336
20,62,700,1,1,8032
20,63,600,2,1,7396
20,64,600,3,1,9597
20,64,700,1,1,8844
20,64,700,2,1,9690
20,110,600,1,1,6757
20,165,400,1,2,5969
20,165,400,2,1,5969
20,165,500,3,1,6037
26,97,500,1,1,8593
26,97,600,2,1,7685
26,97,600,3,1,7843
26,166,600,3,1,9212
26,166,600,1,1,8301
26,166,600,1,1,8534
26,166,600,1,1,9504
26,166,600,1,1,9406
26,166,700,1,1,8613
26,166,700,1,1,9229
26,166,700,1,1,9921
28,42,400,1,1,6115
28,82,400,2,1,5450
28,82,500,1,1,5653
38,2,500,3,1,10322
38,2,500,1,1,10632
38,2,500,1,1,10839
38,2,500,3,1,10942
38,2,500,2,1,11355
38,2,600,2,1,10322
38,3,500,3,1,10075
38,3,600,2,1,9594
38,17,600,2,1,8994
38,17,600,3,1,9152
38,17,600,2,1,9227
38,17,700,1,1,8813
38,17,700,2,1,9690
38,26,600,2,1,7094
38,69,500,3,1,5367
38,69,500,3,1,6224
38,69,500,2,1,6287
38,69,500,2,1,6077
38,81,500,3,1,8746
38,81,500,2,1,8731
38,81,500,2,1,9011
38,81,500,1,1,8407
38,81,500,2,1,8736
38,81,500,1,1,9563
38,81,600,1,1,7566
38,81,600,1,1,7974
38,81,700,1,1,8574
38,104,400,1,2,6093
38,105,500,1,1,8680
38,105,600,2,1,8178
38,133,500,2,1,9706
38,133,700,2,1,10135
38,156,600,2,1,9016
38,156,600,2,1,9832
38,156,600,2,1,8726
42,168,500,2,1,6869
42,168,600,3,1,7626
42,168,600,2,1,7440
42,168,600,1,1,6861
42,168,700,1,1,7076
3,7,500,3,1,9207
3,28,600,3,1,8884
3,61,600,3,1,7729
3,89,500,3,1,9727
29,1,500,1,1,10173
29,1,500,3,1,11355
29,1,500,2,1,12759
29,1,600,3,1,10473
29,144,500,3,1,10977
29,144,500,2,1,8332
29,145,300,3,1,8870
29,148,500,2,1,9501
29,148,600,2,1,9137
29,149,700,3,1,10921
29,149,700,3,2,10998
1,87,400,1,1,8004
1,87,400,2,1,8398
1,87,500,3,1,7657
1,101,600,1,1,10642
1,101,600,2,1,10895
1,115,500,2,1,10498
1,115,500,2,1,10759
1,150,500,2,1,6043
32,94,500,1,1,9076
27,85,300,2,1,5921
27,85,300,2,1,6001
27,85,300,1,1,6334
27,85,400,2,1,7681
27,85,500,2,1,7489
27,85,600,1,1,7418
27,99,500,1,1,7059
27,103,600,1,1,9037
5,109,500,1,1,11334
5,109,500,2,1,11974
5,109,600,2,1,11378
5,109,600,2,1,11311
7,30,600,2,1,9765
13,147,500,1,1,5187
13,147,500,1,1,6079
13,147,500,1,1,6558
19,120,500,1,1,11929
22,15,600,3,1,7851
22,15,600,1,1,8066
22,68,600,3,1,7180
40,141,500,2,1,8717
40,141,600,2,1,8855
40,141,600,3,1,9251
40,141,700,2,1,9629
40,142,600,1,1,8428
40,142,700,1,1,7673
40,142,700,2,1,7318
43,57,500,1,1,9634
44,19,500,2,1,6539
44,19,500,3,1,6765
44,19,500,3,1,6877
44,19,500,1,1,6180
44,32,400,1,1,8412
44,32,500,1,1,6765
44,32,500,2,1,7162
44,74,500,2,1,11613
44,74,500,1,1,12077
44,74,600,2,1,10185
44,91,300,2,1,6429
44,91,400,3,1,7396
44,91,500,1,1,6636
44,91,500,1,1,6477
15,16,500,3,1,7816
15,107,500,1,1,7472
15,107,500,1,1,9166
15,107,600,1,1,8836
15,139,400,2,1,5541
15,139,400,2,1,5249
15,139,500,1,1,5187
15,160,400,2,1,11158
15,160,400,3,1,11238
15,160,400,3,1,11308
18,44,500,1,1,5565
18,44,500,2,1,6314
18,44,500,3,1,6990
18,53,600,2,1,8592
18,86,700,1,1,9521
18,86,700,1,1,9690
18,86,700,3,1,9875
18,86,700,3,1,10678
18,122,400,2,1,6362
18,122,400,2,1,5905
18,122,500,2,1,6513
25,45,500,3,1,8798
25,45,500,1,1,8097
45,75,600,2,1,8078
21,6,500,1,1,11590
21,6,500,2,1,12193
21,6,500,1,1,11355
21,6,600,1,1,11875
9,8,700,1,1,6998
9,8,700,2,1,7783
9,11,500,2,1,5921
9,59,500,3,1,6586
9,59,600,1,1,6871
9,73,600,3,1,6865
9,73,600,3,1,7937
9,151,400,3,1,4738
9,151,500,2,1,5006
9,154,500,1,1,7642
9,158,500,2,1,7123
33,24,400,1,1,5348
33,159,400,2,1,8997
36,123,500,1,1,5893
36,123,600,3,1,6219
36,123,600,3,1,6878
36,123,600,3,1,6081
36,123,600,3,1,6385
36,123,600,3,1,6959
36,123,600,2,1,5500
36,123,700,3,1,5659
36,123,700,1,1,6173
36,123,700,1,1,6768
36,123,700,2,1,6891
36,123,700,3,1,7014
36,124,600,1,1,5337
36,124,600,1,1,6226
36,124,600,2,1,6523
36,124,600,3,1,7017
36,124,700,1,1,5891
36,124,700,3,2,6152
36,124,700,3,1,6660
36,124,700,3,1,6737
36,124,700,3,1,6760
36,124,700,1,1,6891
36,130,600,3,1,7828
36,130,600,3,1,7910
36,130,600,2,1,7449
36,130,700,2,1,7767
36,132,600,3,1,6280
36,132,700,3,1,6261
46,90,400,1,1,5524
41,35,500,1,1,8129
41,35,600,1,1,6757
41,35,600,2,1,7601
41,88,600,3,1,4445
41,92,500,1,1,8129
41,92,500,1,1,6767
41,92,600,3,1,6782
41,92,600,1,1,7027
41,92,600,2,1,7922
41,92,600,2,1,8108
41,113,500,1,1,3920
41,114,600,2,1,6166
41,125,500,2,1,4172
41,125,500,1,1,4285
41,138,500,2,1,6478
14,100,700,3,1,9967
14,163,700,1,1,8375
16,84,500,3,1,9617
16,84,500,3,1,10271
16,84,500,3,1,10504
16,84,500,1,1,10147
16,84,600,3,1,10752
16,84,700,1,1,10822
16,84,700,3,1,9856
16,84,700,1,1,8453
16,84,700,1,1,10035
17,164,600,3,1,8963
35,80,600,1,1,8118
39,9,400,1,1,6738
39,9,500,1,1,6539
39,10,400,1,1,6566
39,10,400,1,1,6036
39,10,500,1,1,5009
39,10,500,2,1,5806
39,10,500,1,1,5976
39,10,500,3,1,7240
39,13,500,2,1,8344
39,13,500,3,1,9340
39,134,400,1,1,6115
20,41,500,2,1,4735
20,41,500,2,1,5150
20,41,500,2,1,5075
20,62,500,3,1,10224
20,62,500,3,1,10294
20,62,500,2,1,10168
20,62,700,2,1,9490
20,62,700,3,1,8882
20,62,700,3,1,9166
20,64,600,1,1,9191
20,64,600,3,1,9488
20,64,600,2,1,10041
20,64,700,1,1,8613
20,64,700,3,1,9736
20,110,500,3,1,7084
20,110,500,2,1,7386
20,110,600,1,1,5838
20,165,400,1,1,5358
20,165,400,2,1,4835
20,165,500,2,1,6955
26,5,600,1,1,6744
26,50,700,1,1,5708
26,96,400,1,1,6692
26,97,500,3,1,9415
26,97,600,1,1,7486
26,166,600,3,1,10408
26,166,700,2,1,10678
26,169,600,3,2,7575
28,42,400,2,1,5606
28,42,400,2,1,6823
28,42,500,2,1,6023
28,42,500,1,1,6697
28,108,500,2,1,5682
34,56,700,1,1,9506
38,2,500,2,1,10277
38,2,500,3,1,10715
38,2,500,2,1,11912
38,2,600,1,1,10661
38,3,500,2,1,9755
38,3,500,3,1,10173
38,3,500,3,1,9559
38,3,600,2,1,9101
38,3,600,2,1,9206
38,3,600,2,1,9493
38,17,600,2,1,9488
38,17,600,3,1,9587
38,17,700,1,1,8690
38,21,500,2,1,8169
38,21,600,3,1,8154
38,69,400,1,1,5917
38,69,400,2,1,6697
38,69,500,3,1,6483
38,69,500,1,1,5525
38,81,500,2,1,8731
38,81,700,1,1,7242
38,81,700,1,1,8299
38,133,500,3,1,8633
38,133,500,2,1,9034
38,133,500,2,1,8939
38,133,700,1,1,8824
38,137,400,2,1,4199
38,137,500,3,1,5105
38,156,600,3,1,8836
38,172,600,3,1,8865
42,168,500,3,2,7451
42,168,500,1,1,6166
42,168,500,2,1,7783
42,168,600,2,1,7514
